Hugo_Symbol,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
ZNF33A,4,1,0.25,0.527632
ZNF341,4,1,0.25,0.2915759
ZNF37A,4,1,0.25,0.31233433
ZNF443,4,1,0.25,0.45625854
ZNF592,4,1,0.25,0.37075916
ZNF792,4,1,0.25,0.3478254
ZNF883,4,1,0.25,0.39134395
ZSCAN10,4,1,0.25,0.4600087
A4GALT,5,1,0.2,0.29010388
ABCF3,5,1,0.2,0.17085615
ACTL8,5,1,0.2,0.39764288
ADAMTS5,5,1,0.2,0.4331948
AHDC1,5,1,0.2,0.4424379
AICDA,5,1,0.2,0.35651115
ALDH1A3,5,1,0.2,0.47509298
AMHR2,5,1,0.2,0.3674501
AOX1,5,1,0.2,0.41474104
ARHGEF7,5,1,0.2,0.19825102
ASB2,5,1,0.2,0.29108676
AVPR1B,5,1,0.2,0.26824844
BCHE,5,1,0.2,0.64284706
BMPER,5,1,0.2,0.54088044
C1S,5,1,0.2,0.5399653
CABP1,5,1,0.2,0.4266491
CDC5L,5,1,0.2,0.54987395
CDH15,5,1,0.2,0.19362776
CDH19,5,1,0.2,0.20034707
CEMIP,5,1,0.2,0.44355306
CHML,5,1,0.2,0.35666838
CHRNB2,5,1,0.2,0.47425666
CNTNAP4,5,1,0.2,0.21555145
COL18A1,5,1,0.2,0.23366456
CORO7,5,1,0.2,0.43127728
DDX23,5,1,0.2,0.39335734
DNM1P46,5,1,0.2,0.25851926
EIF3A,5,1,0.2,0.5178374
ENG,5,1,0.2,0.20625535
EOMES,5,1,0.2,0.33712578
ERCC1,5,1,0.2,0.40922222
ESYT1,5,1,0.2,0.3285257
FBXO43,5,1,0.2,0.5420846
FERD3L,5,1,0.2,0.23436256
FOSL2,5,1,0.2,0.20152707
FTMT,5,1,0.2,0.41597438
GABRP,5,1,0.2,0.5867422
GAREM1,5,1,0.2,0.66061413
GART,5,1,0.2,0.3532376
GPAM,5,1,0.2,0.23308246
GPR174,5,1,0.2,0.3359847
GPR78,5,1,0.2,0.19233409
GRIN3A,5,1,0.2,0.3248221
HECA,5,1,0.2,0.35952502
IFT172,5,1,0.2,0.4956111
INPP5B,5,1,0.2,0.40120322
INSC,5,1,0.2,0.4354499
IRF4,5,1,0.2,0.45829812
ITIH2,5,1,0.2,0.4076136
KANK4,5,1,0.2,0.4567967
KCNA10,5,1,0.2,0.360581
KCNH4,5,1,0.2,0.22866347
KCNQ1,5,1,0.2,0.21168728
KRT37,5,1,0.2,0.6451563
LATS2,5,1,0.2,0.3285206
LCK,5,1,0.2,0.61120605
LRRC3B,5,1,0.2,0.4697358
MAGEB18,5,1,0.2,0.19847074
MAGEC3,5,1,0.2,0.19640054
MAP3K20,5,1,0.2,0.19252375
MCM2,5,1,0.2,0.5040022
MDM1,5,1,0.2,0.40833512
MED23,5,1,0.2,0.20356622
MLLT6,5,1,0.2,0.30825973
MYBPC3,5,1,0.2,0.22219753
N4BP3,5,1,0.2,0.4162489
NAF1,5,1,0.2,0.27645132
NCKAP5,5,1,0.2,0.31491008
NEMF,5,1,0.2,0.19863914
NGF,5,1,0.2,0.37952885
NID1,5,1,0.2,0.50436467
NOC2L,5,1,0.2,0.3171231
NPFFR2,5,1,0.2,0.63925683
NPHP4,5,1,0.2,0.28668636
NR2C2,5,1,0.2,0.30221102
NRAS,5,1,0.2,0.36282888
NT5C1A,5,1,0.2,0.32876265
NXPE4,5,1,0.2,0.36662072
OGA,5,1,0.2,0.3464324
OR51T1,5,1,0.2,0.41901326
OR5AN1,5,1,0.2,0.5095521
OTOL1,5,1,0.2,0.3823201
OXSM,5,1,0.2,0.6446758
P4HTM,5,1,0.2,0.19803795
PCMTD2,5,1,0.2,0.35323876
PHACTR4,5,1,0.2,0.35162443
PIGV,5,1,0.2,0.45024067
PIK3R2,5,1,0.2,0.19427882
PLA2G3,5,1,0.2,0.3329765
PLCB3,5,1,0.2,0.17485751
PLXND1,5,1,0.2,0.2074666
PPP2R5D,5,1,0.2,0.34293443
PRPS2,5,1,0.2,0.18738554
PXN,5,1,0.2,0.32358557
RANBP10,5,1,0.2,0.49006018
RBMXL1,5,1,0.2,0.35629076
REEP2,5,1,0.2,0.41602403
RIC1,5,1,0.2,0.38189727
RMDN2,5,1,0.2,0.3657567
RMND5A,5,1,0.2,0.22111754
ROBO2,5,1,0.2,0.42255965
SERPINA7,5,1,0.2,0.1953464
SH3TC1,5,1,0.2,0.41398
SKOR1,5,1,0.2,0.32003164
SLAMF6,5,1,0.2,0.32936278
SLC35F5,5,1,0.2,0.2752698
SLK,5,1,0.2,0.30539113
SNAP25,5,1,0.2,0.2959698
SOHLH1,5,1,0.2,0.19683027
SP2,5,1,0.2,0.32412595
SRL,5,1,0.2,0.24406031
SYN3,5,1,0.2,0.2424699
TACSTD2,5,1,0.2,0.21004891
TBC1D12,5,1,0.2,0.31084126
TDRD5,5,1,0.2,0.3181738
TEKT5,5,1,0.2,0.5030967
TGFBRAP1,5,1,0.2,0.3512054
TMEM183B,5,1,0.2,0.2133322
TNRC6B,5,1,0.2,0.3548941
TNS1,5,1,0.2,0.3927986
TRPM5,5,1,0.2,0.2500243
TUBGCP6,5,1,0.2,0.2865378
UGT2B11,5,1,0.2,0.40489626
UGT2B15,5,1,0.2,0.32684103
UGT3A1,5,1,0.2,0.42574587
USP11,5,1,0.2,0.4386682
VSIG10,5,1,0.2,0.3481273
YEATS2,5,1,0.2,0.4053175
ZBTB33,5,1,0.2,0.4325896
ZKSCAN4,5,1,0.2,0.45551997
ZNF699,5,1,0.2,0.46549886
ACTL7B,6,1,0.16666666666666666,0.28449428
ADGRL3,6,1,0.16666666666666666,0.33463773
AEBP1,6,1,0.16666666666666666,0.3284416
ATN1,6,1,0.16666666666666666,0.26885858
ATP13A4,6,1,0.16666666666666666,0.17162617
CANT1,6,1,0.16666666666666666,0.26394793
CD55,6,1,0.16666666666666666,0.30818227
CLEC14A,6,1,0.16666666666666666,0.2716394
CNKSR1,6,1,0.16666666666666666,0.24222155
CNTLN,6,1,0.16666666666666666,0.4017725
COLQ,6,1,0.16666666666666666,0.31639305
CRYBG2,6,1,0.16666666666666666,0.2835975
CTBP2,6,1,0.16666666666666666,0.3462272
DDX60L,6,1,0.16666666666666666,0.21064955
DEPDC5,6,1,0.16666666666666666,0.3984278
DPPA2,6,1,0.16666666666666666,0.25043342
EML1,6,1,0.16666666666666666,0.25925434
ERCC6,6,1,0.16666666666666666,0.23952651
FAM83G,6,1,0.16666666666666666,0.27954724
FOXP3,6,1,0.16666666666666666,0.29624423
HSPA12A,6,1,0.16666666666666666,0.17600381
IFT140,6,1,0.16666666666666666,0.323982
IRAG1,6,1,0.16666666666666666,0.36111167
IRS1,6,1,0.16666666666666666,0.34837446
ITGA11,6,1,0.16666666666666666,0.14899941
KCNMA1,6,1,0.16666666666666666,0.16779518
KNTC1,6,1,0.16666666666666666,0.25157458
MTA1,6,1,0.16666666666666666,0.16731614
NOL8,6,1,0.16666666666666666,0.18682474
OXSR1,6,1,0.16666666666666666,0.17704011
PCDH9,6,1,0.16666666666666666,0.4637456
PDS5A,6,1,0.16666666666666666,0.18108918
PRDM5,6,1,0.16666666666666666,0.46579823
PRG4,6,1,0.16666666666666666,0.37981054
PTCHD3,6,1,0.16666666666666666,0.20631868
RAI2,6,1,0.16666666666666666,0.50736123
RTL9,6,1,0.16666666666666666,0.2103867
SCN4A,6,1,0.16666666666666666,0.27269903
SH3BP4,6,1,0.16666666666666666,0.35777617
SIRPB1,6,1,0.16666666666666666,0.46939823
SLC22A2,6,1,0.16666666666666666,0.3313488
SLX4,6,1,0.16666666666666666,0.37982294
SORCS3,6,1,0.16666666666666666,0.16663434
SOX30,6,1,0.16666666666666666,0.25228068
UBTF,6,1,0.16666666666666666,0.21710707
VAV2,6,1,0.16666666666666666,0.18517818
WDR19,6,1,0.16666666666666666,0.24932753
ABCA7,7,1,0.14285714285714285,0.32097465
BNC1,7,1,0.14285714285714285,0.40204963
CTNNA3,7,1,0.14285714285714285,0.39489192
FBXO38,7,1,0.14285714285714285,0.22627558
GRIK3,7,1,0.14285714285714285,0.2307762
IRX1,7,1,0.14285714285714285,0.31117788
KCNT2,7,1,0.14285714285714285,0.34523597
MAGEB16,7,1,0.14285714285714285,0.22364692
MYH14,7,1,0.14285714285714285,0.25549984
NISCH,7,1,0.14285714285714285,0.15385251
NMBR,7,1,0.14285714285714285,0.39212576
NXN,7,1,0.14285714285714285,0.2870718
NYNRIN,7,1,0.14285714285714285,0.1975213
PC,7,1,0.14285714285714285,0.2964991
PNPLA6,7,1,0.14285714285714285,0.17734858
SLC38A4,7,1,0.14285714285714285,0.46915984
SRGAP1,7,1,0.14285714285714285,0.21132322
TSNARE1,7,1,0.14285714285714285,0.40467
U2SURP,7,1,0.14285714285714285,0.22438307
UBE3A,7,1,0.14285714285714285,0.35869765
A1CF,8,1,0.125,0.22901723
ARHGAP6,8,1,0.125,0.30935907
DNMBP,8,1,0.125,0.14017819
HELZ2,8,1,0.125,0.2083182
ITIH6,8,1,0.125,0.20384903
LINGO2,8,1,0.125,0.3879639
PIK3R5,8,1,0.125,0.19531822
SCNN1G,8,1,0.125,0.40136
SLC2A1,8,1,0.125,0.30852088
SLC2A14,8,1,0.125,0.37741965
FLT1,9,1,0.1111111111111111,0.28945172
MAGEC2,9,1,0.1111111111111111,0.23928136
MAST4,9,1,0.1111111111111111,0.18446292
TDRD6,9,1,0.1111111111111111,0.3456904
ANKRD11,10,1,0.1,0.336806
USP24,10,1,0.1,0.16209233
CASZ1,11,1,0.09090909090909091,0.14323308
FAM83H,12,1,0.08333333333333333,0.28220984
PCDH11Y,12,1,0.08333333333333333,0.12673949
TRPC4,12,1,0.08333333333333333,0.17859773
A3GALT2,1,0,0.0,3.6889727e-05
AAK1,1,0,0.0,0.0005678616
AATK,2,0,0.0,9.353551e-05
ABCA3,4,0,0.0,0.2503066
ABCG5,5,0,0.0,0.018620573
ABHD16B,1,0,0.0,0.56819123
ABHD6,1,0,0.0,0.05317589
ABI1,1,0,0.0,0.26916924
ABITRAM,1,0,0.0,1.0859916e-06
ABRAXAS2,3,0,0.0,0.057572246
ABTB1,3,0,0.0,0.2733581
ABTB2,1,0,0.0,0.4196699
AC007040.2,1,0,0.0,4.1082436e-05
AC013477.1,1,0,0.0,0.0026825976
AC016747.4,1,0,0.0,9.5634e-09
AC024598.1,1,0,0.0,0.078833364
AC097636.1,1,0,0.0,2.5527718e-06
AC109583.1,2,0,0.0,0.56254154
AC132217.2,2,0,0.0,0.19966155
AC134980.2,3,0,0.0,3.7614197e-06
ACADSB,2,0,0.0,0.642457
ACBD5,1,0,0.0,0.72949743
ACER2,2,0,0.0,0.15517761
ACKR1,2,0,0.0,0.0017910559
ACKR4,1,0,0.0,0.5074412
ACO1,2,0,0.0,0.44134772
ACO2,2,0,0.0,0.7335495
ACOT11,2,0,0.0,0.11680129
ACOT2,1,0,0.0,0.021702653
ACR,1,0,0.0,3.027376e-08
ACSF3,1,0,0.0,0.29479912
ACSL1,2,0,0.0,0.17351283
ACSL6,1,0,0.0,2.7068631e-06
ACSM3,2,0,0.0,0.47068107
ACTA1,1,0,0.0,0.0020497395
ACTL6A,1,0,0.0,0.6210166
ACTL6B,1,0,0.0,0.05318357
ACTN3,1,0,0.0,0.61164325
ACTR1B,1,0,0.0,0.6025222
ACTR3B,1,0,0.0,0.4878728
ACTR6,1,0,0.0,0.66329783
ACTRT3,1,0,0.0,0.5135702
ACVR1,5,0,0.0,0.03165545
ACYP1,2,0,0.0,0.34886655
ADA,1,0,0.0,6.42414e-09
ADA2,2,0,0.0,0.12954763
ADAL,2,0,0.0,0.021031616
ADAM12,1,0,0.0,0.6003272
ADAMTS7,3,0,0.0,1.9254815e-06
ADAMTS8,1,0,0.0,0.65347093
ADAMTSL5,3,0,0.0,0.3114868
ADAR,1,0,0.0,0.0047167083
ADARB2,8,0,0.0,0.055266157
ADAT3,1,0,0.0,0.059788447
ADIPOQ,1,0,0.0,0.00042096808
ADM2,2,0,0.0,0.31520158
ADO,1,0,0.0,4.796474e-14
ADORA2A,2,0,0.0,0.013566954
ADPRS,2,0,0.0,9.856664e-10
ADRA1D,1,0,0.0,2.7532558e-09
ADRA2B,1,0,0.0,3.033983e-08
ADRB1,1,0,0.0,0.0008542719
ADRB2,1,0,0.0,0.0050158952
AFAP1L2,4,0,0.0,0.16356292
AGAP4,1,0,0.0,1.1325602e-12
AGAP7P,1,0,0.0,0.66635996
AGBL4,2,0,0.0,0.1258064
AGBL5,1,0,0.0,7.0737755e-05
AGPAT2,1,0,0.0,0.00069827767
AGPS,1,0,0.0,0.4739663
AGR2,1,0,0.0,0.5944353
AGXT,2,0,0.0,0.5714055
AIFM2,1,0,0.0,3.932539e-08
AIG1,1,0,0.0,2.0110667e-12
AIM2,3,0,0.0,0.6812113
AIMP1,1,0,0.0,3.9880644e-05
AJAP1,1,0,0.0,0.46658465
AK8,1,0,0.0,0.6019479
AKIP1,1,0,0.0,0.05512525
AKR1A1,1,0,0.0,0.0739574
AKR1B1,1,0,0.0,0.35102868
AKT3,1,0,0.0,0.11549756
AL162417.1,1,0,0.0,3.5229013e-15
AL441992.2,1,0,0.0,0.02962304
AL645933.1,1,0,0.0,0.6388544
AL662899.2,1,0,0.0,0.5996737
ALAS2,1,0,0.0,3.023452e-08
ALDH18A1,3,0,0.0,0.053922594
ALDH3A1,4,0,0.0,0.16047916
ALG12,2,0,0.0,0.43398598
ALG5,1,0,0.0,0.00011407028
ALG6,1,0,0.0,0.07729206
ALKAL1,3,0,0.0,0.031283278
ALOX12,1,0,0.0,0.0002991816
ALOX5,2,0,0.0,0.28656295
ALPL,2,0,0.0,0.4009943
ALS2CL,3,0,0.0,0.003984892
ALX4,5,0,0.0,0.21975116
AMIGO1,1,0,0.0,0.008011358
AMMECR1,1,0,0.0,0.18031098
AMN,1,0,0.0,0.15276334
AMN1,3,0,0.0,0.1672235
ANG,2,0,0.0,0.71474695
ANGPTL2,2,0,0.0,4.342025e-07
ANGPTL8,1,0,0.0,0.36133292
ANKDD1A,2,0,0.0,0.20344791
ANKK1,2,0,0.0,0.16322324
ANKLE1,1,0,0.0,0.5077926
ANKRD27,2,0,0.0,0.16549155
ANKRD36B,1,0,0.0,0.021057585
ANKRD6,1,0,0.0,0.6455065
ANOS1,3,0,0.0,0.06519007
ANP32A,1,0,0.0,0.0862896
ANP32E,2,0,0.0,0.24194875
ANTKMT,1,0,0.0,0.6742885
ANXA2,1,0,0.0,0.2925408
ANXA6,1,0,0.0,0.045649104
AP1M1,2,0,0.0,0.0012033262
AP2A2,3,0,0.0,0.00019000967
AP2M1,2,0,0.0,0.16613007
AP3B2,1,0,0.0,0.60556215
AP4B1,2,0,0.0,0.3282125
AP4M1,1,0,0.0,0.7414137
AP5B1,2,0,0.0,9.6526026e-05
APBA2,5,0,0.0,0.20485008
APBA3,1,0,0.0,9.553879e-10
APC2,2,0,0.0,0.00016236492
APCDD1,1,0,0.0,0.40153703
APEH,1,0,0.0,0.6602558
APLF,1,0,0.0,0.15477224
APLN,1,0,0.0,4.809481e-11
APOA5,3,0,0.0,0.073598735
APOBEC3H,2,0,0.0,0.3877477
APOBR,3,0,0.0,1.9801284e-05
APOC3,1,0,0.0,0.07025006
APOD,1,0,0.0,0.45876852
APOE,1,0,0.0,5.185035e-07
APOF,3,0,0.0,0.16646089
APOL5,1,0,0.0,0.7107276
APOL6,1,0,0.0,0.45522758
APOO,1,0,0.0,0.623099
AQP1,1,0,0.0,0.06780198
AQP2,2,0,0.0,0.0005189406
AQP4,3,0,0.0,0.061298396
AR,4,0,0.0,0.089130074
ARAF,1,0,0.0,2.2452285e-15
ARF5,2,0,0.0,0.4851001
ARFGAP1,3,0,0.0,0.19754761
ARG2,1,0,0.0,0.0004179798
ARHGAP19,1,0,0.0,4.51521e-08
ARHGAP27,4,0,0.0,0.2976894
ARHGAP33,4,0,0.0,0.11470814
ARHGAP39,3,0,0.0,4.781721e-09
ARHGAP4,3,0,0.0,2.663285e-06
ARHGEF1,2,0,0.0,0.00084886485
ARHGEF2,1,0,0.0,0.11246569
ARHGEF26,2,0,0.0,0.0013289733
ARHGEF39,1,0,0.0,0.0156306
ARID3B,1,0,0.0,0.0021040116
ARID3C,1,0,0.0,5.151911e-07
ARIH1,2,0,0.0,0.27174112
ARL11,2,0,0.0,0.57371724
ARL13B,1,0,0.0,0.31940195
ARL6IP5,1,0,0.0,0.0016113404
ARMC5,5,0,0.0,0.23272233
ARMC7,1,0,0.0,0.6830389
ARPP19P1,1,0,0.0,5.1338425e-08
ARRDC5,1,0,0.0,0.6234894
ARSA,1,0,0.0,1.349165e-08
ARV1,1,0,0.0,0.6812298
AS3MT,2,0,0.0,0.07283781
ASB13,1,0,0.0,0.011730806
ASB18,1,0,0.0,1.2280931e-09
ASB4,3,0,0.0,0.16307671
ASIC1,2,0,0.0,0.0123973135
ASIP,1,0,0.0,0.04588374
ASPDH,1,0,0.0,5.8710502e-06
ASPG,1,0,0.0,7.200649e-07
ASPHD2,2,0,0.0,0.0704126
ASPN,1,0,0.0,0.49329576
ASPSCR1,1,0,0.0,1.0742335e-08
ASS1,2,0,0.0,0.28728104
ASTN1,2,0,0.0,0.39490297
ASXL3,4,0,0.0,0.16511098
ATAD1,3,0,0.0,0.055964362
ATAD3B,1,0,0.0,0.0015769259
ATAD3C,1,0,0.0,1.7500655e-06
ATG9A,2,0,0.0,1.3948234e-07
ATL2,1,0,0.0,0.0009923659
ATL3,1,0,0.0,0.15268375
ATOX1,1,0,0.0,1.0156835e-08
ATP11AUN,1,0,0.0,5.5662127e-05
ATP1B4,2,0,0.0,0.34892988
ATP5F1A,2,0,0.0,0.17483373
ATP5ME,2,0,0.0,0.29616487
ATP6AP1L,1,0,0.0,0.4678255
ATP6V0B,1,0,0.0,0.13227762
ATP6V1B2,1,0,0.0,0.4520119
ATP6V1G1,3,0,0.0,0.25010908
ATP6V1G3,1,0,0.0,1.8800979e-07
ATP8B3,2,0,0.0,7.6406536e-08
ATXN3,1,0,0.0,4.1341373e-06
AVIL,2,0,0.0,0.4327946
AWAT1,2,0,0.0,0.34789512
B2M,1,0,0.0,0.639129
B3GALNT2,2,0,0.0,0.24224676
B3GAT1,3,0,0.0,0.15546687
B3GNT4,2,0,0.0,0.34775203
B3GNT5,1,0,0.0,0.666125
B3GNT6,2,0,0.0,2.5762956e-09
B3GNT7,2,0,0.0,0.0012040428
B3GNT8,1,0,0.0,0.3387242
B4GALNT4,1,0,0.0,0.0003190259
B4GAT1,1,0,0.0,4.885805e-07
BAG3,1,0,0.0,0.5423921
BAG5,1,0,0.0,7.031182e-09
BARX2,1,0,0.0,3.7540844e-06
BATF,1,0,0.0,8.389824e-08
BATF2,1,0,0.0,0.00019196888
BBOF1,1,0,0.0,0.66247463
BCCIP,1,0,0.0,0.42131156
BCDIN3D,1,0,0.0,0.0034232899
BCL2,1,0,0.0,0.04191901
BCL2L1,1,0,0.0,0.001646429
BCL2L10,2,0,0.0,0.085857905
BCL2L11,2,0,0.0,0.0016646709
BCL7B,1,0,0.0,0.4923567
BCL9L,1,0,0.0,1.666733e-09
BCO1,1,0,0.0,0.05412
BECN1,1,0,0.0,1.9298334e-09
BEGAIN,1,0,0.0,1.5579695e-09
BEST4,2,0,0.0,0.39368
BEX2,1,0,0.0,2.1530419e-05
BEX5,1,0,0.0,3.034579e-12
BHLHE41,1,0,0.0,0.0006589451
BICD2,2,0,0.0,0.3150248
BICRA,1,0,0.0,3.1298726e-09
BID,1,0,0.0,0.00204828
BIRC8,1,0,0.0,0.0046712314
BLID,1,0,0.0,0.0045169634
BLOC1S5,2,0,0.0,0.00048522238
BLZF1,2,0,0.0,0.36644143
BMERB1,1,0,0.0,0.42463773
BMP15,4,0,0.0,4.9046776e-08
BMP4,1,0,0.0,0.02708621
BMP7,1,0,0.0,0.09326896
BNIP3,3,0,0.0,0.11789736
BNIPL,1,0,0.0,0.29283616
BOLA3,1,0,0.0,0.25250474
BOLL,1,0,0.0,0.7106168
BOP1,2,0,0.0,0.0026472416
BPIFA2,1,0,0.0,0.20024227
BPIFB1,2,0,0.0,0.37133968
BRCC3,1,0,0.0,6.209017e-14
BRD2,6,0,0.0,0.43553653
BRICD5,1,0,0.0,3.130219e-09
BRMS1,2,0,0.0,0.39453614
BROX,1,0,0.0,0.6146599
BSND,2,0,0.0,0.6150576
BSPRY,1,0,0.0,6.2203134e-07
BSX,1,0,0.0,3.668173e-08
BTBD17,1,0,0.0,0.0031996318
BTBD2,2,0,0.0,0.35544372
BTBD6,1,0,0.0,0.5869302
BTD,1,0,0.0,0.0012038563
BTF3,1,0,0.0,0.16068713
BUB3,1,0,0.0,0.05556054
BUD13,3,0,0.0,0.2035476
BUD23,1,0,0.0,0.31391755
BVES,1,0,0.0,0.20602076
C10orf53,1,0,0.0,6.446712e-13
C11orf80,1,0,0.0,0.4970856
C12orf29,1,0,0.0,0.535542
C12orf57,1,0,0.0,0.646408
C12orf66,2,0,0.0,0.25641775
C14orf177,1,0,0.0,0.6445034
C15orf54,1,0,0.0,0.22345519
C16orf54,2,0,0.0,8.848696e-09
C16orf89,1,0,0.0,2.3028657e-05
C17orf64,1,0,0.0,5.8202136e-07
C17orf67,1,0,0.0,1.1848854e-05
C18orf21,2,0,0.0,0.35085016
C19orf12,1,0,0.0,0.5010136
C1GALT1,1,0,0.0,0.057823572
C1GALT1C1L,1,0,0.0,1.2745459e-05
C1QBP,1,0,0.0,0.41312134
C1QL2,1,0,0.0,2.3037861e-05
C1QL4,1,0,0.0,2.6400028e-05
C1QTNF6,2,0,0.0,0.27546626
C1QTNF9B,1,0,0.0,1.3147081e-08
C1orf122,1,0,0.0,0.5153433
C1orf158,1,0,0.0,6.371824e-13
C1orf194,1,0,0.0,0.09824999
C1orf21,1,0,0.0,0.63741153
C1orf56,1,0,0.0,0.31751615
C1orf94,4,0,0.0,0.15326205
C2,2,0,0.0,0.34157178
C22orf23,1,0,0.0,0.15937142
C2CD2L,4,0,0.0,0.118515834
C2orf68,1,0,0.0,3.9991642e-07
C3orf18,1,0,0.0,2.5993474e-09
C5orf24,1,0,0.0,0.12935576
C9orf116,2,0,0.0,0.07582335
C9orf43,2,0,0.0,0.58274525
C9orf85,1,0,0.0,0.040381934
CA4,1,0,0.0,4.1168717e-09
CA6,1,0,0.0,0.2526617
CAB39L,1,0,0.0,0.044373292
CACNG1,1,0,0.0,0.6109424
CACNG5,1,0,0.0,0.706686
CADM3,1,0,0.0,0.09500486
CAGE1,1,0,0.0,0.53960526
CALCA,3,0,0.0,0.21388115
CALCOCO1,3,0,0.0,0.4186008
CALHM1,1,0,0.0,0.058465354
CALHM2,3,0,0.0,0.031812433
CALM3,1,0,0.0,0.20544486
CALML5,2,0,0.0,1.5965444e-06
CALY,1,0,0.0,0.5947154
CAMK2A,2,0,0.0,0.30120224
CAMP,1,0,0.0,3.3829975e-10
CAPN13,4,0,0.0,0.1891937
CAPN15,1,0,0.0,0.0029550071
CAPN5,3,0,0.0,0.00961165
CAPN9,1,0,0.0,0.28533974
CAPZA2,1,0,0.0,0.43264735
CARD10,2,0,0.0,0.0058747935
CARD16,3,0,0.0,0.37203923
CASQ1,1,0,0.0,0.6499473
CASQ2,4,0,0.0,0.29482976
CASS4,5,0,0.0,0.16795722
CATIP,1,0,0.0,0.5583526
CATSPERE,1,0,0.0,0.38473514
CATSPERZ,1,0,0.0,0.001218224
CAV2,3,0,0.0,0.050400466
CBLN3,1,0,0.0,3.106679e-07
CBWD6,1,0,0.0,2.378255e-08
CBX4,1,0,0.0,0.008028386
CBX7,1,0,0.0,7.2553994e-09
CBX8,2,0,0.0,5.0783717e-07
CC2D1B,2,0,0.0,0.26934928
CCBE1,2,0,0.0,0.31613746
CCDC102A,1,0,0.0,5.0051487e-09
CCDC106,1,0,0.0,4.5291227e-08
CCDC12,2,0,0.0,1.05359685e-08
CCDC122,1,0,0.0,0.007991608
CCDC14,1,0,0.0,2.028649e-09
CCDC15,1,0,0.0,0.40638152
CCDC157,3,0,0.0,0.27609283
CCDC17,1,0,0.0,7.623111e-05
CCDC183,1,0,0.0,0.5641407
CCDC184,3,0,0.0,0.25656262
CCDC189,1,0,0.0,0.0063103153
CCDC25,1,0,0.0,0.11685116
CCDC3,2,0,0.0,0.2757966
CCDC34,1,0,0.0,0.005989771
CCDC39,4,0,0.0,0.06481819
CCDC47,1,0,0.0,0.16778658
CCDC54,3,0,0.0,0.2992034
CCDC68,2,0,0.0,0.37512666
CCDC74A,1,0,0.0,0.67401695
CCDC78,1,0,0.0,2.7531632e-07
CCDC83,1,0,0.0,0.625719
CCDC89,2,0,0.0,0.31152686
CCDC9,3,0,0.0,0.14556651
CCDC9B,1,0,0.0,0.017475637
CCL11,1,0,0.0,0.053137332
CCL19,1,0,0.0,0.623407
CCL2,1,0,0.0,0.1840839
CCL20,1,0,0.0,3.6641604e-06
CCL5,1,0,0.0,0.15100004
CCN2,2,0,0.0,0.15013409
CCNB1,1,0,0.0,0.19568083
CCNC,1,0,0.0,0.31323865
CCNG1,1,0,0.0,0.0017749243
CCNG2,1,0,0.0,0.3678806
CCNK,1,0,0.0,0.00013986115
CCNO,1,0,0.0,2.8719902e-09
CCPG1,2,0,0.0,0.6013458
CCR10,1,0,0.0,3.673849e-06
CCR4,2,0,0.0,0.4225528
CCT7,1,0,0.0,0.06115458
CD164,2,0,0.0,0.23861864
CD177,3,0,0.0,0.24264751
CD1D,2,0,0.0,0.342242
CD200R1L,2,0,0.0,0.18514249
CD247,1,0,0.0,0.3512906
CD300LD,3,0,0.0,0.22175562
CD320,1,0,0.0,6.422731e-09
CD34,3,0,0.0,0.10434428
CD4,2,0,0.0,0.44676083
CD58,2,0,0.0,0.4509827
CDC27,2,0,0.0,0.3731888
CDC40,1,0,0.0,2.0880499e-08
CDC42EP1,1,0,0.0,1.7620007e-08
CDC45,1,0,0.0,0.6753365
CDCA4,2,0,0.0,0.3223863
CDCA5,1,0,0.0,0.24175148
CDH2,2,0,0.0,0.30223787
CDH22,4,0,0.0,0.020063573
CDH24,1,0,0.0,0.53602284
CDHR4,1,0,0.0,0.0021114715
CDK11B,1,0,0.0,2.8692273e-07
CDK16,2,0,0.0,2.271678e-05
CDK5R2,2,0,0.0,0.18921483
CDK6,1,0,0.0,7.1283884e-10
CDK9,2,0,0.0,0.08701384
CDKN1A,2,0,0.0,0.2695369
CDKN2AIP,3,0,0.0,0.0859709
CDPF1,1,0,0.0,0.5344845
CDT1,1,0,0.0,0.00070956966
CDX2,1,0,0.0,0.0001919784
CEACAM16,2,0,0.0,0.09254879
CEACAM21,2,0,0.0,0.06972665
CEACAM4,1,0,0.0,0.0026935658
CEACAM8,2,0,0.0,0.18407708
CEBPD,1,0,0.0,7.674587e-11
CENPBD1,1,0,0.0,0.4881879
CENPC,3,0,0.0,0.062644884
CENPQ,1,0,0.0,2.5934987e-09
CENPV,1,0,0.0,0.50756705
CEP152,4,0,0.0,0.23387372
CEP162,1,0,0.0,1.3098099e-08
CEP170B,3,0,0.0,0.070151195
CERK,1,0,0.0,0.5898931
CERS1,2,0,0.0,0.05453235
CERS2,1,0,0.0,0.012509524
CERT1,1,0,0.0,0.003551871
CFAP299,1,0,0.0,0.741199
CFAP410,2,0,0.0,0.30131522
CFAP46,2,0,0.0,0.3384
CFAP77,5,0,0.0,0.33712003
CFAP97,1,0,0.0,0.18007456
CGB7,1,0,0.0,0.66647416
CHAC1,1,0,0.0,0.6550734
CHAD,1,0,0.0,0.0080198655
CHCHD4,1,0,0.0,7.836589e-05
CHCHD7,1,0,0.0,6.983469e-07
CHERP,1,0,0.0,0.0004894336
CHM,4,0,0.0,1.6922284e-07
