level,group,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
source_maf,beef6d8f-5519-4002-9159-b17977a383e6.maf.gz,0.75,59,31,0.525424,0.83732,0.636611
source_maf,bf03b827-8f2e-4e3b-a8e9-c39c549ae2a7.maf.gz,0.75,70,34,0.485714,0.738152,0.651054
source_maf,bf7c0694-20b7-473d-b28f-0940878a3af7.maf.gz,0.75,41,25,0.609756,0.842415,0.637912
source_maf,bf84ce29-6631-43bc-979b-426350d89d95.maf.gz,0.75,71,61,0.859155,0.989615,0.867004
source_maf,bf9d54fb-5e3d-4d5e-b978-469a3d08ebf9.maf.gz,0.75,86,77,0.895349,0.988351,0.892001
source_maf,bffc3787-ea5a-4648-b9a3-2c073e0a9f86.maf.gz,0.75,50,38,0.76,0.932906,0.78931
source_maf,c096fc52-ada4-4592-9407-773816340d21.maf.gz,0.75,82,53,0.646341,0.956651,0.731683
source_maf,c10d784f-5c6d-49c2-ac73-fdc65efbcdb3.maf.gz,0.75,40,21,0.525,0.790325,0.670094
source_maf,c119d8f6-4bc9-40b5-83c3-6558dc5fe50d.maf.gz,0.75,57,27,0.473684,0.705172,0.520833
source_maf,c1791fc4-2217-4b61-b9db-9a5881646512.maf.gz,0.75,69,25,0.362319,0.50707,0.491134
source_maf,c18b9858-b318-4a68-bf8d-b517b1c0c40f.maf.gz,0.75,67,17,0.253731,0.159793,0.335873
source_maf,c1be172c-a97d-4ca0-b355-fd7dce713853.maf.gz,0.75,88,35,0.397727,0.592215,0.537881
source_maf,c1bed8e7-37a4-497c-9aee-4a37d51fb492.maf.gz,0.75,44,31,0.704545,0.937086,0.772702
source_maf,c1d0ab2d-3330-4816-a710-be6d38d43be5.maf.gz,0.75,63,20,0.31746,0.16426,0.396757
source_maf,c21dda6d-51c2-46d7-89f5-016bd8a9d674.maf.gz,0.75,69,40,0.57971,0.824124,0.631458
source_maf,c231c1a3-e5e8-4aed-93db-edeb2d563aa3.maf.gz,0.75,51,45,0.882353,0.976841,0.871358
source_maf,c24e2723-b3c7-4240-a19c-2c50b62c9a91.maf.gz,0.75,45,33,0.733333,0.978895,0.761291
source_maf,c2ba3a0e-2743-4e83-be36-2350e30e62ff.maf.gz,0.75,52,27,0.519231,0.758267,0.629994
source_maf,c2cc4832-6263-490b-bb5a-43db4ef13eac.maf.gz,0.75,50,28,0.56,0.81022,0.657451
source_maf,c2e54cc7-fc3f-4928-9675-25e245e2c5d4.maf.gz,0.75,39,15,0.384615,0.602487,0.508838
source_maf,c3581ef2-1b14-4694-8da7-3f9243fb01af.maf.gz,0.75,28,8,0.285714,0.296774,0.434335
source_maf,c3c62150-6ee9-4ebd-b86b-9acce8d00999.maf.gz,0.75,63,38,0.603175,0.870617,0.644576
source_maf,c47801c6-baf7-47ef-91eb-7ed3e0c45ccb.maf.gz,0.75,38,27,0.710526,0.974356,0.740454
source_maf,c504b477-f051-43ed-bb74-5cd185caefb3.maf.gz,0.75,60,16,0.266667,0.305193,0.404109
source_maf,c5e59a22-4518-4085-8316-860c1cbe5f4c.maf.gz,0.75,50,20,0.4,0.634632,0.606701
source_maf,c6d99347-e742-4b55-9ee9-9659e6de4445.maf.gz,0.75,61,25,0.409836,0.345979,0.443692
source_maf,c6e42df2-7ffd-46ce-955b-afe46a4f3d02.maf.gz,0.75,70,61,0.871429,0.94226,0.86424
source_maf,c6f474a2-2efd-4097-aaa8-86cf9becf5c4.maf.gz,0.75,54,31,0.574074,0.849152,0.653765
source_maf,c6f68649-ee2d-4400-9b02-ae02f705c73a.maf.gz,0.75,42,25,0.595238,0.844962,0.729249
source_maf,c6fafca8-a2ca-4e8e-9257-68bbda4232dc.maf.gz,0.75,55,12,0.218182,0.400105,0.422473
source_maf,c70b1e23-66db-46d3-9c94-33cf2acfbb5c.maf.gz,0.75,73,39,0.534247,0.797835,0.577935
source_maf,c74b245d-010c-4ce7-8506-0e821c2408f8.maf.gz,0.75,31,19,0.612903,0.948233,0.63936
source_maf,c99ec1f7-f635-4de5-8abc-8d7a790f6944.maf.gz,0.75,67,36,0.537313,0.79295,0.600747
source_maf,ca16ba46-fd07-4438-991c-7dd08efec0e7.maf.gz,0.75,48,21,0.4375,0.299698,0.454293
source_maf,ca831040-5eef-4f3b-aef4-5f84f247cd6a.maf.gz,0.75,64,25,0.390625,0.556129,0.518995
source_maf,cad1584c-d5d0-40ec-8825-8d5af56de233.maf.gz,0.75,38,16,0.421053,0.655633,0.580993
source_maf,cb1975ee-20dc-4492-b04d-ab1c1c36a66d.maf.gz,0.75,52,19,0.365385,0.50779,0.512665
source_maf,cbb82ca3-8ba5-4d07-b99f-218ab36ac16f.maf.gz,0.75,84,40,0.47619,0.735958,0.54252
source_maf,cbd4aa41-f366-4093-b6e4-28aea63e83c7.maf.gz,0.75,94,71,0.755319,0.962866,0.776673
source_maf,cbffd96e-9ca7-4dea-be05-52fe81ada415.maf.gz,0.75,39,9,0.230769,0.473071,0.455314
source_maf,cd21f58c-a710-48b5-b69b-788575d80a33.maf.gz,0.75,676,325,0.480769,0.696756,0.551213
source_maf,cd827e34-1dc9-4b86-bd2e-6b437db18cdf.maf.gz,0.75,15,1,0.066667,8.1e-05,0.19693
source_maf,cda09677-0dcf-4b94-8187-a1d5da6edd7b.maf.gz,0.75,52,23,0.442308,0.512503,0.544852
source_maf,cebdfb08-9319-42df-942f-bee38568fc06.maf.gz,0.75,35,13,0.371429,0.647395,0.558583
source_maf,cf243734-2c6a-4d55-9b84-5700cd205e6d.maf.gz,0.75,19,3,0.157895,0.101416,0.258665
source_maf,cf45355c-a557-4f8b-8fdd-dadc157d4bb9.maf.gz,0.75,25,21,0.84,0.967995,0.805189
source_maf,cf4c4b30-5a6e-4a6c-9a20-70c44a1b54a4.maf.gz,0.75,75,27,0.36,0.560722,0.51839
source_maf,d0d495a4-1503-45bc-a683-b9a296c7d3a3.maf.gz,0.75,50,7,0.14,0.220882,0.31696
source_maf,d10addf6-d7d0-479a-98c4-0f832fd8f3ab.maf.gz,0.75,62,20,0.322581,0.30226,0.413694
source_maf,d1957b91-5a12-45d4-b9d4-b42384255d7e.maf.gz,0.75,73,39,0.534247,0.810503,0.633047
source_maf,d1c7b272-3f64-42d1-9bab-02d590a8796b.maf.gz,0.75,83,37,0.445783,0.641025,0.569937
source_maf,d21805b6-f571-42e2-ada1-4bbb8d85a143.maf.gz,0.75,38,29,0.763158,0.929629,0.782274
source_maf,d2eece18-dbed-49d3-b855-f7201e716e2f.maf.gz,0.75,49,30,0.612245,0.829579,0.647523
source_maf,d336cd05-a1a9-4d61-af68-a8ac23bb63a9.maf.gz,0.75,67,50,0.746269,0.958193,0.792179
source_maf,d387d308-e492-48d4-b5cc-090713697338.maf.gz,0.75,655,152,0.232061,0.0,0.249843
source_maf,d3b13f3b-c426-4c7b-874d-5f1508e9ddd9.maf.gz,0.75,86,52,0.604651,0.886235,0.660015
source_maf,d57980e1-b5f5-4dcc-80f8-dcf44e4a8662.maf.gz,0.75,92,29,0.315217,0.34614,0.440544
source_maf,d643a472-6934-4272-9bd0-6bd0c3160477.maf.gz,0.75,60,42,0.7,0.946235,0.706409
source_maf,d6d7c809-48fa-45a0-970b-eae2a4d91d5c.maf.gz,0.75,66,27,0.409091,0.602726,0.542142
source_maf,d75c53b6-1182-4c14-ac35-218c79eb71b2.maf.gz,0.75,30,22,0.733333,0.969376,0.725306
source_maf,d768978e-7ff1-4324-89ef-f39018a3cfae.maf.gz,0.75,53,37,0.698113,0.943496,0.709598
source_maf,d7b171dc-eafe-43da-8df6-a909cfd362b2.maf.gz,0.75,54,30,0.555556,0.912871,0.57247
source_maf,d82fdd83-9bbf-4624-80d9-2776b3c46432.maf.gz,0.75,91,34,0.373626,0.569762,0.541634
source_maf,d8510831-55df-4406-864f-7c9b5281fea8.maf.gz,0.75,57,35,0.614035,0.97425,0.666989
source_maf,d85839ef-a9ff-48f1-b5db-6df4bdff9aa0.maf.gz,0.75,73,61,0.835616,0.984816,0.83678
source_maf,d94721a7-f052-4faa-9011-df22db6e9996.maf.gz,0.75,69,51,0.73913,0.972772,0.75186
source_maf,d9530104-a89a-48ea-8e46-7d3b8fe40a12.maf.gz,0.75,44,34,0.772727,0.978345,0.786436
source_maf,da144c59-a31d-454f-9285-4f0cf3ed9ab6.maf.gz,0.75,64,22,0.34375,0.437787,0.453473
source_maf,dab48baf-bd1f-46e6-9cce-c11f986fd629.maf.gz,0.75,64,21,0.328125,0.383982,0.462265
source_maf,db06dd9b-c160-4fb4-8640-e4d2f57f39c2.maf.gz,0.75,36,17,0.472222,0.589486,0.571753
source_maf,db1fbb5b-b437-40de-b0a8-acfe3e05ea84.maf.gz,0.75,86,52,0.604651,0.891803,0.637043
source_maf,db364504-f4c0-43d5-bd7f-059bdfb9fe95.maf.gz,0.75,77,42,0.545455,0.838325,0.597175
source_maf,dc8ee3a4-493b-482b-84a1-7ca4d592a4c7.maf.gz,0.75,52,38,0.730769,0.989079,0.781141
source_maf,dc8ff953-cc9f-4971-adcd-4836e8d492bc.maf.gz,0.75,62,21,0.33871,0.388328,0.478009
source_maf,dcbb3ad7-7f0f-4b89-bbbf-b7ab6ae0243a.maf.gz,0.75,48,33,0.6875,0.957017,0.71966
source_maf,dd603750-0393-4824-a240-8ed0747a72ef.maf.gz,0.75,30,24,0.8,0.907412,0.7889
source_maf,de358404-0967-4b3c-a13f-4e7ce52395c9.maf.gz,0.75,42,33,0.785714,0.932803,0.763763
source_maf,de70eeab-850f-4cce-8695-9159b3cb29ca.maf.gz,0.75,52,29,0.557692,0.842401,0.624252
source_maf,dfb8bb92-e443-4e2b-b8ee-3d3de0c2e019.maf.gz,0.75,54,13,0.240741,0.121671,0.311719
source_maf,e11848f3-ddcd-49df-a69e-2d0f65afb805.maf.gz,0.75,60,26,0.433333,0.647247,0.518015
source_maf,e1990526-90a1-446a-adc8-c0f49db04bd7.maf.gz,0.75,55,41,0.745455,0.953372,0.736949
source_maf,e26969fe-c820-43c4-8059-9127218fcce0.maf.gz,0.75,153,57,0.372549,0.271317,0.428817
source_maf,e3ab8a16-2459-4e96-9053-943ed49bc494.maf.gz,0.75,54,11,0.203704,0.147073,0.327323
source_maf,e4073a90-f543-4905-a94a-1186af54ab91.maf.gz,0.75,106,78,0.735849,0.941837,0.74353
source_maf,e42ccfda-6013-4890-ad94-5c838fb8d211.maf.gz,0.75,38,9,0.236842,0.418295,0.430989
source_maf,e4b23974-99df-4788-bdc3-947dab6b1e19.maf.gz,0.75,50,44,0.88,0.975775,0.865928
source_maf,e4ff48bd-6763-4932-bd57-61c9f885765a.maf.gz,0.75,76,73,0.960526,0.980036,0.945153
source_maf,e59d3c7c-5d95-4cd1-96c5-071f5cbb3c30.maf.gz,0.75,49,29,0.591837,0.879095,0.624489
source_maf,e5d8e2ad-ee3d-4a33-95ce-a6facf515968.maf.gz,0.75,36,19,0.527778,0.831489,0.637427
source_maf,e70abc35-c771-4c74-b5b2-c4cbd54928ef.maf.gz,0.75,53,19,0.358491,0.503566,0.496123
source_maf,e78edf3e-3748-4417-8c9e-2c8d7764a38d.maf.gz,0.75,49,34,0.693878,0.898957,0.723014
source_maf,e7c6957d-567c-41e0-a3a2-7d852eabad76.maf.gz,0.75,90,57,0.633333,0.904711,0.693227
source_maf,e8820161-b06d-4cdc-8622-c3a7fcab6449.maf.gz,0.75,51,35,0.686275,0.922006,0.736381
source_maf,e8b1e3e0-25ce-4403-a7db-dff72f6a0edb.maf.gz,0.75,88,55,0.625,0.854523,0.681468
source_maf,ea9a935d-5d90-4ff9-ac1c-eec243a4aafa.maf.gz,0.75,32,26,0.8125,0.97378,0.839261
source_maf,eb0a970c-3704-4a31-966c-f9a086ab1351.maf.gz,0.75,45,24,0.533333,0.813984,0.63962
source_maf,eb746c48-50c7-47cf-a977-fb09ecb95dd1.maf.gz,0.75,44,13,0.295455,0.371712,0.448118
source_maf,eb84d4d0-423a-4d66-a5c8-41b287f623f8.maf.gz,0.75,43,19,0.44186,0.608564,0.546987
source_maf,ecb7a505-fa82-41a8-ad31-2b30537152db.maf.gz,0.75,77,40,0.519481,0.794038,0.617131
source_maf,ecda772b-48b7-49d8-92c1-6248a72f9454.maf.gz,0.75,27,18,0.666667,0.94286,0.642123
source_maf,ede4ff1e-dca1-4683-bd65-dcfe3cc5ef77.maf.gz,0.75,17,15,0.882353,0.970819,0.842057
source_maf,ee83bb3f-daf1-4a97-8e85-3987848ed0a1.maf.gz,0.75,45,31,0.688889,0.876981,0.727133
source_maf,eec60af6-0783-4ad2-99f4-8cbc0489871e.maf.gz,0.75,31,28,0.903226,0.97692,0.894809
source_maf,ef04461d-ec6b-45f4-af97-311f5a0f782e.maf.gz,0.75,22,17,0.772727,0.978926,0.754027
source_maf,ef4c96cc-d305-4629-b0da-61aac5772c0b.maf.gz,0.75,43,29,0.674419,0.919649,0.711907
source_maf,f05dd6d7-ba10-407e-81dd-59ab5f36346a.maf.gz,0.75,66,52,0.787879,0.946911,0.824713
source_maf,f14d1676-cfce-4c9f-ac3d-c2f9ee305777.maf.gz,0.75,16,14,0.875,0.927206,0.829495
source_maf,f201f479-0995-4a24-9fa3-c771d3ff57b6.maf.gz,0.75,33,24,0.727273,0.96873,0.710566
source_maf,f2c2e294-b401-44dc-8e4a-cb5294320a02.maf.gz,0.75,64,19,0.296875,0.38657,0.44854
source_maf,f2d1c09e-d1f2-4b33-818e-834176663a19.maf.gz,0.75,62,36,0.580645,0.831048,0.659804
source_maf,f40cccd7-de14-4295-86b7-aa8a318b0bbd.maf.gz,0.75,37,25,0.675676,0.885295,0.708575
source_maf,f4840a9e-4c0d-4aff-9d39-7e646868ef4f.maf.gz,0.75,62,56,0.903226,0.97078,0.862231
source_maf,f4bdefab-e3fd-4b5d-be2e-051c4f648673.maf.gz,0.75,50,18,0.36,0.338118,0.444303
source_maf,f53f587f-42f0-4d8b-8a4e-05247ca98f43.maf.gz,0.75,50,33,0.66,0.959961,0.657118
source_maf,f5ea864b-48c9-48f1-b05b-076377bc0b48.maf.gz,0.75,80,25,0.3125,0.40059,0.457475
source_maf,f5f3be64-9d6f-46f4-8bcc-fbf79828d223.maf.gz,0.75,40,31,0.775,0.944049,0.795034
source_maf,f6fc7704-fe43-4d46-ab9e-7d80c5ecad67.maf.gz,0.75,26,15,0.576923,0.846683,0.652815
source_maf,f760d0c4-e490-4c96-aa4f-9b217b2646c8.maf.gz,0.75,30,16,0.533333,0.872463,0.571877
source_maf,f77ec1a9-fce2-45c4-99d1-2229e945b414.maf.gz,0.75,66,58,0.878788,0.98995,0.87952
source_maf,f79f3ad9-df99-4a9f-b928-6e0243c9b8b9.maf.gz,0.75,46,16,0.347826,0.439382,0.450717
source_maf,f8d68fb9-a686-4af0-8d70-2087458e4596.maf.gz,0.75,49,24,0.489796,0.747735,0.601745
source_maf,fa27a283-77da-4e5b-9d9a-91c53144172c.maf.gz,0.75,53,16,0.301887,0.06804,0.359647
source_maf,fa361fc3-4377-4193-aad0-3690d3e6d8eb.maf.gz,0.75,54,45,0.833333,0.978569,0.831109
source_maf,fa5c54fa-00e6-45e8-b53b-65e61f4720bd.maf.gz,0.75,55,25,0.454545,0.688587,0.55528
source_maf,fbcb4dfc-b83d-4752-befc-f39e0cec02ba.maf.gz,0.75,152,89,0.585526,0.907409,0.639444
source_maf,fca0a4d1-d666-415e-9aed-315be5b0f5da.maf.gz,0.75,73,18,0.246575,0.265616,0.37956
source_maf,fcdfa3d7-efac-4f18-88cc-45a11267278c.maf.gz,0.75,54,21,0.388889,0.611479,0.515352
source_maf,fd467ad2-3e0e-4ba6-8f52-dccd210ef0f2.maf.gz,0.75,66,54,0.818182,0.948883,0.812875
source_maf,fd58f0a1-0534-485c-8e8b-4dd02b591e46.maf.gz,0.75,55,42,0.763636,0.93681,0.790672
source_maf,fe25ecca-4ea3-4aa8-a573-6eade92b5b45.maf.gz,0.75,43,33,0.767442,0.937873,0.821291
source_maf,fe362363-09b0-419f-847b-9d14f412e4d4.maf.gz,0.75,22,17,0.772727,0.977398,0.787846
source_maf,ff5c8b99-45a0-4ef4-b7a4-e35726bef117.maf.gz,0.75,77,23,0.298701,0.197945,0.37195
source_maf,ffa4c2fc-7937-4a47-a622-e88e90683055.maf.gz,0.75,67,13,0.19403,0.1695,0.320846
variant_classification,3'Flank,0.75,74,43,0.581081,0.90434,0.646054
variant_classification,3'UTR,0.75,106,62,0.584906,0.917439,0.647235
variant_classification,5'Flank,0.75,64,32,0.5,0.784329,0.563141
variant_classification,5'UTR,0.75,71,45,0.633803,0.942912,0.707596
variant_classification,IGR,0.75,1,1,1.0,0.991361,0.991361
variant_classification,Intron,0.75,488,259,0.530738,0.829248,0.589336
variant_classification,Missense_Mutation,0.75,34986,20018,0.572172,0.886684,0.636323
variant_classification,Nonsense_Mutation,0.75,2987,1766,0.591229,0.911545,0.65573
variant_classification,Nonstop_Mutation,0.75,19,9,0.473684,0.51816,0.491678
variant_classification,RNA,0.75,361,208,0.576177,0.909514,0.642278
variant_classification,Silent,0.75,12937,7130,0.551132,0.85735,0.615415
variant_classification,Splice_Region,0.75,343,192,0.559767,0.880247,0.610574
variant_classification,Splice_Site,0.75,700,398,0.568571,0.886913,0.627486
variant_classification,Translation_Start_Site,0.75,27,14,0.518519,0.779628,0.590917
